Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Color,Price,Phone
11790,03/09/2023,Katherine,Male,13500,Rabun Used Car Sales,Mitsubishi,Diamante,Pale White,21000,7753026
11791,03/09/2023,Lorette,Male,1100000,Chrysler Plymouth,Toyota,RAV4,Black,28001,7534505
11792,03/09/2023,Yael,Male,1900000,Pars Auto Sales,Infiniti,I30,Pale White,16001,8672485
11793,03/09/2023,Zissy,Male,1310000,Saab-Belle Dodge,Volvo,S70,Black,22000,8676882
11794,03/09/2023,Jules,Male,520000,Diehl Motor CO Inc,Chevrolet,Corvette,Pale White,46001,8740640
11795,03/09/2023,Aaron,Male,1640000,Tri-State Mack Inc,Porsche,Carrera Coupe,Black,16000,6975343
11796,03/10/2023,Zion,Male,1330000,Gartner Buick Hyundai Saab,Mercury,Sable,Red,39001,8494782
11797,03/10/2023,Zyaire,Male,1245000,Hatfield Volkswagen,Mitsubishi,3000GT,Pale White,21500,6432135
11798,03/10/2023,Aaron,Female,13500,Iceberg Rentals,Lexus,GS400,Black,53000,8440110
11799,03/10/2023,Abdiel,Female,515000,McKinney Dodge Chrysler Jeep,Acura,RL,Pale White,17000,8793180
11800,03/10/2023,Abel,Male,900000,Motor Vehicle Branch Office,Chevrolet,Malibu,Pale White,14000,7024673
11801,03/10/2023,Abraham,Female,650000,Nebo Chevrolet,Saab,03-Sep,Black,26000,7082477
11802,03/10/2023,Adam,Male,13500,New Castle Ford Lincoln Mercury,Mercedes-B,SL-Class,Red,17001,6834032
11803,03/10/2023,Rivka,Female,1155000,Nebo Chevrolet,Chevrolet,Prizm,Red,22500,7273799
11804,03/10/2023,Marcus,Male,13500,U-Haul CO,Honda,CR-V,Pale White,22000,7150163
11805,03/10/2023,Christina,Male,590000,Ryder Truck Rental and Leasing,Chrysler,Concorde,Pale White,46000,7142558
11806,03/10/2023,Mason,Female,770000,Rabun Used Car Sales,Volkswagen,Passat,Pale White,27000,6466334
11807,03/10/2023,Matthew,Male,1170000,Progressive Shippers Cooperative Association No,Dodge,Viper,Black,26000,8723244
11808,03/10/2023,Manha,Male,1390000,Race Car Help,Volkswagen,Golf,Pale White,18000,7510745
11809,03/10/2023,Riley,Male,1225000,Star Enterprises Inc,Mitsubishi,Eclipse,Black,25501,7539775
11810,03/10/2023,Yaretzi,Male,1320000,Tri-State Mack Inc,Mitsubishi,Montero Sport,Red,39001,7952068
11811,03/10/2023,Bella,Male,13500,Progressive Shippers Cooperative Association No,Lincoln,Continental,Black,42000,8066619
11812,03/10/2023,Bianca,Male,1825000,Rabun Used Car Sales,Plymouth,Voyager,Red,20500,8194886
11813,03/10/2023,Blake,Male,13500,Race Car Help,Hyundai,Sonata,Red,21000,8125066
11814,03/10/2023,Blima,Male,2825000,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,Pale White,46500,7059065
11815,03/10/2023,Blimy,Male,2825000,Saab-Belle Dodge,Chrysler,LHS,Black,51500,6593373
11816,03/10/2023,Bracha,Female,520000,Scrivener Performance Engineering,Audi,A6,Pale White,13000,7364735
11817,03/10/2023,Katie,Male,13500,Race Car Help,Nissan,Frontier,Pale White,20000,7158877
11818,03/10/2023,Joris,Female,397500,Enterprise Rent A Car,Volkswagen,Golf,Pale White,18501,8053917
11819,03/10/2023,Kaylee,Female,3800000,Saab-Belle Dodge,Acura,RL,Red,17000,7247461
11820,03/10/2023,Kelly,Female,3130000,Scrivener Performance Engineering,Chrysler,LHS,Black,26000,7997798
11821,03/10/2023,Khloe,Male,2265000,Star Enterprises Inc,Lincoln,Continental,Black,18500,7512328
11822,03/10/2023,Kylie,Female,13500,Suburban Ford,Nissan,Xterra,Black,9000,6888082
11823,03/10/2023,Pierre,Male,13500,Gartner Buick Hyundai Saab,Mercedes-B,SL-Class,Red,17001,8902958
11824,03/10/2023,Alan,Male,440000,Scrivener Performance Engineering,Pontiac,Firebird,Black,43000,6123994
11825,03/10/2023,Erwan,Female,1080000,Hatfield Volkswagen,Porsche,Carrera Cabrio,Pale White,18001,6624434
11826,03/10/2023,Theo,Female,1020000,Iceberg Rentals,Volkswagen,Jetta,Red,22001,7448246
11827,03/10/2023,Arthur,Male,900000,McKinney Dodge Chrysler Jeep,Dodge,Viper,Red,31001,8368640
11828,03/10/2023,Gabin,Male,13500,Motor Vehicle Branch Office,Buick,Regal,Black,19001,6410522
11829,03/10/2023,Arthur,Male,862000,Nebo Chevrolet,Chrysler,LHS,Pale White,41001,8308333
11830,03/10/2023,Antoine,Female,13500,New Castle Ford Lincoln Mercury,Acura,TL,Red,29001,8930410
11831,03/11/2023,Aden,Male,13500,Pars Auto Sales,Chrysler,300M,Red,16001,7287075
11832,03/11/2023,Adonis,Male,1205000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Grand Marquis,Pale White,16501,8799532
11833,03/11/2023,Adrian,Female,775000,Progressive Shippers Cooperative Association No,Volvo,S40,Red,17001,8712244
11834,03/11/2023,Adriel,Male,380000,Rabun Used Car Sales,Oldsmobile,Silhouette,Red,34001,8513560
11835,03/11/2023,Aidan,Male,1095000,Race Car Help,Pontiac,Sunfire,Red,43501,8055178
11836,03/11/2023,Aiden,Male,680000,Ryder Truck Rental and Leasing,Mercedes-B,E-Class,Red,15001,8441481
11837,03/11/2023,Maxwell,Male,702000,Ryder Truck Rental and Leasing,Chrysler,LHS,Black,26000,8288893
11838,03/11/2023,Md,Female,13500,Saab-Belle Dodge,Volvo,C70,Red,82000,7367350
11839,03/11/2023,Michael,Male,575000,Scrivener Performance Engineering,Toyota,Sienna,Red,19000,6546306
11840,03/11/2023,Miles,Male,675000,Star Enterprises Inc,Chrysler,LHS,Black,26000,6397142
11841,03/11/2023,Mohammad,Male,440000,Suburban Ford,BMW,528i,Red,29000,8693842
11842,03/11/2023,Mohammed,Male,520000,Tri-State Mack Inc,Cadillac,DeVille,Red,69000,6578386
11843,03/11/2023,Breindy,Male,1825000,Star Enterprises Inc,Chrysler,Sebring Coupe,Red,21500,8787351
11844,03/11/2023,Brianna,Male,328000,Suburban Ford,Ford,Mustang,Red,31000,6421918
11845,03/11/2023,Bridget,Male,13500,Tri-State Mack Inc,Volkswagen,Passat,Pale White,12000,6869369
11846,03/11/2023,Brooke,Female,13500,U-Haul CO,Chrysler,LHS,Black,26000,8960621
11847,03/11/2023,Brooklyn,Male,13500,Buddy Storbeck's Diesel Service Inc,Lexus,LX470,Black,22000,6628060
11848,03/11/2023,Brucha,Male,2016000,C & M Motors Inc,Mitsubishi,3000GT,Red,19600,7165064
11849,03/11/2023,Leah,Male,13500,U-Haul CO,Ford,F-Series,Red,13000,6082057
11850,03/11/2023,Leela,Male,13500,Buddy Storbeck's Diesel Service Inc,Jeep,Grand Cherokee,Red,21000,6327438
11851,03/11/2023,Lillian,Male,13500,C & M Motors Inc,Honda,Accord,Red,14000,6871955
11852,03/11/2023,Lily,Male,1975000,Capitol KIA,BMW,328i,Black,18500,7595479
11853,03/11/2023,Madison,Male,13500,Chrysler of Tri-Cities,Volkswagen,Cabrio,Black,16000,6802431
11854,03/11/2023,Maggie,Male,13500,Chrysler Plymouth,Pontiac,Sunfire,Black,18000,6497980
11855,03/11/2023,Ronan,Female,13500,Pars Auto Sales,Nissan,Altima,Pale White,20001,7724048
11856,03/11/2023,Juliette,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,DeVille,Red,22001,6963760
11857,03/11/2023,Theo,Female,1000000,Progressive Shippers Cooperative Association No,Dodge,Stratus,Red,31001,8602750
11858,03/11/2023,Jordan,Male,1155000,Rabun Used Car Sales,Dodge,Intrepid,Red,31501,8469670
11859,03/11/2023,Johnny,Male,1910000,Race Car Help,Buick,Park Avenue,Black,61001,8186880
11860,03/11/2023,Maya,Male,1720000,Ryder Truck Rental and Leasing,Dodge,Viper,Black,26001,6280415
11861,03/12/2023,Alan,Male,711000,Saab-Belle Dodge,Chevrolet,Metro,Pale White,12000,6149578
11862,03/12/2023,Albert,Male,910000,Scrivener Performance Engineering,Saturn,LS,Pale White,51000,7733542
11863,03/12/2023,Alberto,Male,1186000,Star Enterprises Inc,Acura,RL,Black,18600,8469287
11864,03/12/2023,Aldo,Male,500000,Suburban Ford,Mercedes-B,M-Class,Pale White,41000,8466833
11865,03/12/2023,Alejandro,Male,13500,Tri-State Mack Inc,Ford,Expedition,Black,41000,7591371
11866,03/12/2023,Alex,Male,1005000,U-Haul CO,Ford,Focus,Black,49500,6313890
11867,03/12/2023,Alexander,Male,385000,Progressive Shippers Cooperative Association No,Mercedes-B,SLK,Pale White,17000,7285371
11868,03/12/2023,Sofia,Male,1300000,Saab-Belle Dodge,Subaru,Forester,Red,17000,7222253
11869,03/12/2023,Nathan,Male,570000,Buddy Storbeck's Diesel Service Inc,BMW,328i,Black,16000,8299187
11870,03/12/2023,Nathaniel,Male,520000,C & M Motors Inc,Ford,Crown Victoria,Red,29000,7695791
11871,03/12/2023,Nicholas,Male,515000,Capitol KIA,Saturn,SL,Red,20000,8928217
11872,03/12/2023,Noah,Female,415000,Chrysler of Tri-Cities,Ford,Taurus,Black,12000,6907371
11873,03/12/2023,Nolan,Male,387000,Chrysler Plymouth,BMW,323i,Black,9000,8412632
11874,03/12/2023,Oliver,Male,341000,Classic Chevy,Nissan,Altima,Pale White,20000,7713793
11875,03/12/2023,Bruchy,Male,13500,Capitol KIA,Ford,Taurus,Black,43000,8870641
11876,03/12/2023,Brynn,Male,3085000,Chrysler of Tri-Cities,Chrysler,300M,Red,16500,8838829
11877,03/12/2023,Zoe,Male,1150000,U-Haul CO,Chevrolet,Prizm,Black,23001,8077141
11878,03/12/2023,Cameron,Male,1710000,Classic Chevy,Saturn,SW,Red,25000,6463399
11879,03/12/2023,Caroline,Male,1770000,Clay Johnson Auto Sales,Chevrolet,Cavalier,Pale White,20000,6459593
11880,03/12/2023,Casey,Male,1765000,Diehl Motor CO Inc,Acura,TL,Red,24500,6692309
11881,03/12/2023,Catherine,Female,545000,Enterprise Rent A Car,Mitsubishi,Diamante,Black,22000,7554927
11882,03/12/2023,Mandy,Male,2075000,Classic Chevy,Oldsmobile,Silhouette,Pale White,15500,6388372
11883,03/12/2023,Maryam,Male,2550000,Clay Johnson Auto Sales,Volkswagen,GTI,Red,25000,8857757
11884,03/12/2023,Maya,Female,2821000,Diehl Motor CO Inc,Plymouth,Prowler,Pale White,16100,6663775
11885,03/12/2023,Benoit,Male,972000,Nebo Chevrolet,Toyota,Tacoma,Red,82001,6625560
11886,03/12/2023,Melody,Male,1275000,Gartner Buick Hyundai Saab,Mercedes-B,SLK230,Black,33501,7737471
11887,03/12/2023,Mia,Female,13500,Hatfield Volkswagen,BMW,323i,Red,19001,8523749
11888,03/12/2023,Michelle,Male,1330000,Iceberg Rentals,Jeep,Wrangler,Pale White,23001,7873280
11889,03/12/2023,Clement,Male,1270000,Saab-Belle Dodge,BMW,328i,Black,18001,6492869
11890,03/12/2023,Matiam,Female,13500,Scrivener Performance Engineering,Oldsmobile,Bravada,Red,19001,6284097
11891,03/12/2023,Jules,Male,1025000,Star Enterprises Inc,Nissan,Maxima,Pale White,22501,7848854
11892,03/12/2023,Alexander,Male,1275000,Suburban Ford,Infiniti,I30,Red,31500,7634614
11893,03/12/2023,Allen,Male,842500,U-Haul CO,Mercedes-B,SL-Class,Black,38500,8712723
11894,03/12/2023,Jeremie,Male,1215000,U-Haul CO,Chrysler,300M,Red,16501,8543078
11895,03/12/2023,Matteo,Male,1480000,Progressive Shippers Cooperative Association No,Volvo,C70,Black,49001,6060790
11896,3/13/2023,Alexis,Male,656000,Rabun Used Car Sales,Dodge,Avenger,Red,39000,6846948
11897,3/13/2023,Alfredo,Male,370000,Race Car Help,Mercury,Villager,Black,28000,7858024
11898,3/13/2023,Allan,Male,320000,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Pale White,21000,8476248
11899,3/13/2023,Allen,Male,988000,Saab-Belle Dodge,Ford,Explorer,Red,41001,8208787
11900,3/13/2023,Alvin,Female,910000,Scrivener Performance Engineering,Volvo,C70,Black,17001,8190793
11901,3/13/2023,Amir,Male,400000,Star Enterprises Inc,Saturn,LW,Pale White,18000,8112972
11902,3/13/2023,Anderson,Male,13500,Suburban Ford,Oldsmobile,Silhouette,Red,12000,8309283
11903,3/13/2023,Andre,Male,330000,Tri-State Mack Inc,Plymouth,Prowler,Red,15000,8433054
11904,3/13/2023,Andres,Female,315000,U-Haul CO,Subaru,Forester,Black,22000,7650774
11905,3/13/2023,Andrew,Female,380000,Buddy Storbeck's Diesel Service Inc,Volvo,S70,Black,22000,8162983
11906,3/13/2023,Andy,Male,1200000,C & M Motors Inc,Saturn,SC,Black,33000,8942761
11907,3/13/2023,Angel,Male,537000,Capitol KIA,Oldsmobile,Intrigue,Pale White,45000,7776803
11908,3/13/2023,Angelo,Male,910000,Chrysler of Tri-Cities,Pontiac,Grand Am,Pale White,12000,6947294
11909,3/13/2023,Anthony,Male,285000,Chrysler Plymouth,Toyota,Tacoma,Pale White,53000,7447694
11910,3/13/2023,Antonio,Male,921500,Classic Chevy,Pontiac,Sunfire,Red,43500,6722808
11911,3/13/2023,Ariel,Male,995000,Clay Johnson Auto Sales,Oldsmobile,Bravada,Black,36000,8544008
11912,3/13/2023,Armando,Male,901000,Diehl Motor CO Inc,Volkswagen,Golf,Red,35000,6818205
11913,3/13/2023,Armani,Male,1315000,Enterprise Rent A Car,Acura,RL,Red,26500,8541436
11914,3/13/2023,Arturo,Male,370000,Gartner Buick Hyundai Saab,Mitsubishi,Montero Sport,Red,39000,8160276
11915,3/13/2023,Ashton,Male,735000,Hatfield Volkswagen,Lexus,GS300,Black,51000,6594753
11916,3/13/2023,Austin,Male,1000000,Iceberg Rentals,Mercury,Grand Marquis,Pale White,16000,8643215
11917,3/13/2023,Avery,Male,252000,McKinney Dodge Chrysler Jeep,Ford,Ranger,Black,18000,7396440
11918,3/13/2023,Oscar,Male,336000,Clay Johnson Auto Sales,Ford,Explorer,Pale White,42000,6146118
11919,3/13/2023,Owen,Male,426000,Diehl Motor CO Inc,Pontiac,Sunfire,Pale White,28000,6324431
11920,3/13/2023,Rayan,Male,13500,Enterprise Rent A Car,Lexus,GS400,Black,12000,7192807
11921,3/13/2023,Raymond,Male,780000,Gartner Buick Hyundai Saab,Pontiac,Bonneville,Black,36000,7482738
11922,3/13/2023,Rehan,Male,610000,Hatfield Volkswagen,Saturn,LS,Pale White,14000,7607751
11923,3/13/2023,Richard,Male,775500,Iceberg Rentals,Dodge,Viper,Red,23500,7823934
11924,3/13/2023,Christian,Male,650000,Progressive Shippers Cooperative Association No,Mercedes-B,SL-Class,Black,38000,7954197
11925,3/13/2023,Rohan,Male,710000,Motor Vehicle Branch Office,Mercedes-B,S-Class,Red,14000,8244333
11926,3/13/2023,Roy,Male,1045000,Nebo Chevrolet,Mercedes-B,C-Class,Pale White,12500,7200208
11927,3/13/2023,Ryan,Male,820000,New Castle Ford Lincoln Mercury,Lincoln,Town car,Black,17000,6202352
11928,3/13/2023,Muhammad,Male,430000,U-Haul CO,Nissan,Pathfinder,Red,31000,7226410
11929,3/13/2023,Sean,Male,1301000,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Accord,Pale White,19100,7041042
11930,3/13/2023,Sebastian,Male,951000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,Red,13000,6809217
11931,3/13/2023,Liv,Male,1285000,C & M Motors Inc,Subaru,Forester,Black,22500,6915066
11932,3/13/2023,Livia,Male,1416000,Capitol KIA,Volvo,S70,Black,22600,8062811
11933,3/13/2023,Steven,Male,637500,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Red,19500,7279645
11934,3/13/2023,Syed,Male,780000,Saab-Belle Dodge,Chevrolet,Corvette,Pale White,25000,7603015
11935,3/13/2023,Tenzin,Male,13500,Scrivener Performance Engineering,Buick,Regal,Black,19000,7342620
11936,3/13/2023,Theodore,Male,1800000,Star Enterprises Inc,Ford,Explorer,Black,22000,8485800
11937,3/13/2023,Thomas,Male,13500,Suburban Ford,Mercedes-B,CL500,Black,22000,8782251
11938,3/13/2023,Timothy,Male,1700000,Tri-State Mack Inc,Chevrolet,Cavalier,Pale White,20000,6508140
11939,3/13/2023,Roizy,Male,465000,Enterprise Rent A Car,Chrysler,Concorde,Pale White,46000,7288239
11940,3/13/2023,Cecilia,Male,13500,Gartner Buick Hyundai Saab,Jeep,Cherokee,Red,14000,6986152
11941,3/13/2023,Celia,Male,13500,Hatfield Volkswagen,Ford,Explorer,Red,41000,7357264
11942,3/13/2023,Chana,Male,13500,Iceberg Rentals,Chevrolet,Cavalier,Red,20000,7847061
11943,3/13/2023,Chany,Male,511000,McKinney Dodge Chrysler Jeep,Ford,Windstar,Pale White,19000,7570685
11944,3/13/2023,Charlie,Male,13500,Motor Vehicle Branch Office,Cadillac,DeVille,Red,69000,7526207
11945,3/13/2023,Charlotte,Male,2000000,Nebo Chevrolet,Mitsubishi,Diamante,Red,19000,6167685
11946,3/13/2023,Chava,Male,1600000,New Castle Ford Lincoln Mercury,Lexus,LS400,Pale White,46000,7574847
11947,3/13/2023,Addison,Male,13500,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Pale White,24001,6151700
11948,3/13/2023,Adeline,Female,13500,Race Car Help,Chrysler,Concorde,Pale White,46001,8038638
11949,3/13/2023,Alicia,Male,400000,Chrysler of Tri-Cities,Infiniti,I30,Black,49001,6722711
11950,3/13/2023,Alina,Male,13500,Chrysler Plymouth,Saturn,SC,Black,33001,7814971
11951,3/13/2023,Aliza,Male,13500,Clay Johnson Auto Sales,Mitsubishi,Eclipse,Pale White,12000,6813294
11952,3/13/2023,Clara,Male,3860000,Ryder Truck Rental and Leasing,Mercury,Sable,Pale White,26001,6255197
11953,3/13/2023,Colette,Male,2625000,Saab-Belle Dodge,Cadillac,Escalade,Black,34501,8300575
11954,3/13/2023,Cora,Female,13500,Scrivener Performance Engineering,Pontiac,Bonneville,Red,19001,7105022
11955,3/13/2023,Dahlia,Male,856500,Star Enterprises Inc,Subaru,Outback,Pale White,19501,6627318
11956,3/13/2023,Dalia,Female,652000,Tri-State Mack Inc,Plymouth,Prowler,Red,71000,6055238
11957,3/13/2023,Daniela,Male,13500,U-Haul CO,BMW,323i,Red,19000,7447590
11958,3/13/2023,Allison,Male,1100000,Diehl Motor CO Inc,Mitsubishi,Montero Sport,Pale White,12000,6655039
11959,3/13/2023,Danielle,Male,600000,Rabun Used Car Sales,Hyundai,Elantra,Red,22000,8359010
11960,3/13/2023,Devora,Male,13500,Race Car Help,Chevrolet,Monte Carlo,Red,17000,6181324
11961,3/13/2023,Devorah,Male,690000,Ryder Truck Rental and Leasing,Lexus,LS400,Black,39000,6484352
11962,3/13/2023,Gabin,Female,610000,Rabun Used Car Sales,Ford,Ranger,Black,25001,8817916
11963,3/13/2023,Camille,Female,650000,Saab-Belle Dodge,Mitsubishi,Eclipse,Black,27001,6166263
11964,3/13/2023,Natalie,Female,13500,Nebo Chevrolet,Jeep,Wrangler,Pale White,23000,6309003
11965,3/13/2023,Mathieu,Male,1150000,Star Enterprises Inc,Subaru,Forester,Black,22001,7843722
11966,3/13/2023,Nina,Female,13500,Pars Auto Sales,Volvo,S40,Black,36000,7240927
11967,3/13/2023,Olivia,Female,2760000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,Pale White,25000,7295314
11968,3/13/2023,Phoebe,Male,13500,Progressive Shippers Cooperative Association No,Pontiac,Grand Prix,Pale White,42000,8802253
11969,3/13/2023,Queenie,Male,3650000,Rabun Used Car Sales,Oldsmobile,Aurora,Red,34000,6659194
11970,3/13/2023,Rachel,Female,1528000,Race Car Help,BMW,528i,Red,25800,8030316
11971,3/13/2023,Axel,Male,1070000,Tri-State Mack Inc,Subaru,Forester,Black,22001,6289667
11972,3/13/2023,Rebecca,Male,551000,Saab-Belle Dodge,Lexus,LS400,Black,22000,7799735
11973,3/13/2023,Renee,Male,13500,Scrivener Performance Engineering,Mitsubishi,Mirage,Black,9000,6303229
11974,3/13/2023,Sabrina,Male,2800000,Star Enterprises Inc,Jaguar,S-Type,Red,21000,8792746
11975,3/13/2023,Samantha,Female,2215000,Suburban Ford,Porsche,Carrera Cabrio,Pale White,32500,8308122
11976,3/13/2023,Sara,Male,557000,Tri-State Mack Inc,Honda,Accord,Red,14000,6823637
11977,3/13/2023,Sarah,Male,13500,U-Haul CO,Ford,Taurus,Black,43000,8384283
11978,3/13/2023,Selena,Male,1410000,Progressive Shippers Cooperative Association No,Ford,Mustang,Black,22000,8879361
11979,3/13/2023,Selina,Male,1000000,Rabun Used Car Sales,Nissan,Frontier,Pale White,20000,8396333
11980,3/13/2023,Serena,Male,2450000,Race Car Help,Toyota,Avalon,Pale White,18000,7011774
11981,3/13/2023,Melie,Male,1133000,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Red,24301,7620277
11982,3/13/2023,Shirley,Male,2460000,Saab-Belle Dodge,Chevrolet,Metro,Black,31000,6765436
11983,3/13/2023,Sofia,Male,13500,Scrivener Performance Engineering,BMW,328i,Black,18000,8311427
11984,3/13/2023,Andy,Male,13500,Capitol KIA,Volvo,S70,Pale White,32001,8037318
11985,3/13/2023,Colyne,Female,1287000,Race Car Help,Cadillac,Eldorado,Red,31701,8161415
11986,3/13/2023,Matthias,Female,520000,Ryder Truck Rental and Leasing,Saturn,LW,Red,49001,6753308
11987,3/13/2023,Joey,Male,13500,Saab-Belle Dodge,Hyundai,Sonata,Black,15001,6819513
11988,3/13/2023,Mathieu,Male,530000,Scrivener Performance Engineering,Mercury,Sable,Pale White,26001,7691136
11989,3/13/2023,Philippe,Male,570000,Star Enterprises Inc,Nissan,Maxima,Red,29001,7793736
11990,3/13/2023,Marie,Male,13500,Suburban Ford,Volkswagen,Jetta,Red,16001,6709656
11991,3/13/2023,Marie,Male,528000,Tri-State Mack Inc,Pontiac,Bonneville,Red,19001,6387408
11992,3/13/2023,Nino,Male,648000,U-Haul CO,Chevrolet,Monte Carlo,Black,44001,8578079
11993,3/13/2023,Pierrick,Male,460000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Red,71001,8479257
11994,3/13/2023,Antonin,Male,741000,C & M Motors Inc,Ford,Mustang,Red,25001,6002101
11995,3/13/2023,Elliot,Male,521000,Capitol KIA,Mitsubishi,Diamante,Black,18001,6729447
11996,3/13/2023,Pierre Louis,Male,663000,Chrysler of Tri-Cities,Volkswagen,Jetta,Red,16001,6877935
11997,3/13/2023,Blandine,Male,13500,Chrysler Plymouth,Buick,Regal,Pale White,46001,6567733
11998,3/13/2023,Mael,Female,590000,Classic Chevy,Mercedes-B,C-Class,Black,14001,6151146
11999,3/13/2023,Margot,Female,594500,Clay Johnson Auto Sales,Toyota,Sienna,Black,16501,7862192
12000,3/13/2023,Sergey,Male,935000,Diehl Motor CO Inc,Ford,Mustang,Black,22001,6636580
12001,3/13/2023,Faustine,Male,13500,Enterprise Rent A Car,Dodge,Viper,Red,41001,6960595
12002,3/13/2023,Gautier,Male,887000,Gartner Buick Hyundai Saab,Jaguar,S-Type,Red,21001,7994989
12003,3/13/2023,Pierre Felix,Male,480888,Hatfield Volkswagen,Mercedes-B,SLK,Black,26881,6586913
12004,3/13/2023,Axel,Male,13500,Iceberg Rentals,Nissan,Xterra,Black,9001,8748179
12005,3/13/2023,Leo,Male,760000,McKinney Dodge Chrysler Jeep,Ford,Mustang,Red,31001,7222325
12006,3/14/2023,Axel,Female,1180000,Motor Vehicle Branch Office,Dodge,Caravan,Red,19000,6732805
12007,3/14/2023,Ayden,Female,737000,Nebo Chevrolet,Mercedes-B,CLK Coupe,Pale White,22000,8885749
12008,3/14/2023,Benjamin,Male,1700000,New Castle Ford Lincoln Mercury,Honda,Civic,Pale White,25000,7349990
12009,3/14/2023,Bradley,Male,820000,Pars Auto Sales,Dodge,Ram Pickup,Pale White,20000,6978577
12010,3/14/2023,Brandon,Male,370000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Mirage,Black,9000,6965433
12011,3/14/2023,Brayan,Female,1100000,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Black,45000,7749264
12012,3/14/2023,Brayden,Female,400000,Rabun Used Car Sales,Dodge,Ram Wagon,Black,22000,6344599
12013,3/14/2023,Tristan,Female,730000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,Black,21000,8850456
12014,3/14/2023,Aidan,Male,13500,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,Red,29000,6559052
12015,3/14/2023,Victor,Male,2248000,Race Car Help,Ford,Expedition,Black,18800,7077805
12016,3/14/2023,Vihaan,Male,1260000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Black,26000,8105367
12017,3/14/2023,Vincent,Male,13500,Saab-Belle Dodge,Mitsubishi,Diamante,Red,19000,8221292
12018,3/14/2023,Wesley,Female,760000,Scrivener Performance Engineering,Mercedes-B,SLK,Pale White,17000,8925144
12019,3/14/2023,Alan,Male,630000,Nebo Chevrolet,Mercedes-B,SL-Class,Pale White,26000,7000437
12020,3/14/2023,Diana,Male,1200000,Saab-Belle Dodge,Plymouth,Neon,Black,9000,7361847
12021,3/14/2023,Dina,Male,3010000,Scrivener Performance Engineering,Lexus,LS400,Pale White,27000,8999579
12022,3/14/2023,Amanda,Male,13500,Gartner Buick Hyundai Saab,Dodge,Ram Pickup,Black,19000,7116215
12023,3/14/2023,Amelia,Male,479000,Hatfield Volkswagen,Nissan,Pathfinder,Pale White,75000,8653672
12024,3/14/2023,Eleanor,Female,13500,Tri-State Mack Inc,Mercury,Grand Marquis,Pale White,16000,7619260
12025,3/14/2023,Arianna,Female,13500,Saab-Belle Dodge,Mercedes-B,SL-Class,Pale White,26000,7868467
12026,3/14/2023,Eliana,Male,2200000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,Pale White,18000,7286106
12027,3/14/2023,Sophia,Male,13500,Star Enterprises Inc,Oldsmobile,Aurora,Red,34000,7464126
12028,3/14/2023,Sophie,Male,2850000,Suburban Ford,Volvo,S40,Black,36000,7131119
12029,3/14/2023,Stella,Female,2150000,Tri-State Mack Inc,Dodge,Ram Van,Pale White,18000,8330152
12030,3/14/2023,Stephanie,Male,13500,U-Haul CO,Oldsmobile,Intrigue,Red,35000,8852102
12031,3/14/2023,Syeda,Female,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Dakota,Pale White,21000,7110613
12032,3/14/2023,Tanisha,Male,2425000,C & M Motors Inc,Chevrolet,Monte Carlo,Red,21500,7030443
12033,3/14/2023,Lara,Male,13500,Rabun Used Car Sales,Buick,Century,Pale White,17001,8440557
12034,3/14/2023,Armaan,Male,330000,Clay Johnson Auto Sales,Volvo,S70,Pale White,24000,7036319
12035,3/14/2023,Ayaan,Male,870000,Gartner Buick Hyundai Saab,Cadillac,Seville,Black,44000,8187619
12036,3/14/2023,Shana,Male,13500,New Castle Ford Lincoln Mercury,Nissan,Sentra,Black,16001,6739062
12037,3/14/2023,Harius,Male,13500,Pars Auto Sales,Ford,Crown Victoria,Red,29001,6795545
12038,3/14/2023,Erwan,Male,600000,Pitre Buick-Pontiac-Gmc of Scottsdale,Pontiac,Bonneville,Red,19001,8163893
12039,3/14/2023,Ayden,Male,801000,Hatfield Volkswagen,Chevrolet,Malibu,Black,16000,8585801
12040,3/14/2023,Lyllie,Male,748000,Rabun Used Car Sales,Mercedes-B,C-Class,Red,15001,6594798
12041,3/15/2023,Brian,Male,484000,Race Car Help,BMW,328i,Black,41000,8425091
12042,3/15/2023,Bryan,Male,815000,Ryder Truck Rental and Leasing,Cadillac,Catera,Pale White,75000,6841597
